,stem_review,polarity_score,sentiment
3784,mantap anis,5,positif
3785,sesi emosi tahan ya pakkk,2,positif
3786,ubah pikir,-1,negatif
3787,anies cerdas,0,netral
3788,nomor bilang adil kuasa adilbryang no bilang hambrkocakbralus pis kayak spg rokok kalao bilangbra href prabowo gibran,-2,negatif
3789,anies,0,netral
3790,bismillah mudah cenderung milu tuntas sejahtera rakyat,7,positif
3791,mantap nomer ragu nomer,2,positif
3792,untung kasih meja gebuk gebuk tuh,3,positif
3793,dukung prabowo brgaspoll bro prabowo gibran indonesia maju,4,positif
3794,anies ri,0,netral
3795,prabowo presiden,3,positif
3796,anies baswedan beliau cerdas beliau pandai manajemen panggung sikap bijak tanggap paslon beliau pojok paslon belah beliau rendah hati senyum sabar kes rendah brbrjawaban anies solusi sungguh feer kualitas anies pandai retorika orang pandai retorika hadap kondisi tenang konsisten solusi butuh brbrbersikap adil susahsusah nya lepas intervensi pemerintahri solusi rakyat brbrkami lubuk hati dukung anies baswedan calon presiden indonesia,13,positif
3797,ngising,0,netral
3798,dukung anis anis hobi omdo debat ahok bgtu bukti kalo cuman omong doang kerja,2,positif
3799,amin,0,netral
3800,dukung prabowobrbrgaspoll bro prabowogibran indonesia maju,4,positif
3801,ragu pilih ragu,-8,negatif
3802,bayang ordal ordal jawab apaa,0,netral
3803,tujuh kuat kuat kuaaaaaaatttttjamu kuat tong,-3,negatif
3804,konsep mah aniesbrjoss amin,0,netral
3805,no mantap,5,positif
3806,hahaiiiyyytrnyata pks partai kuat tahan oposisi brbrno pks yess,-5,negatif
3807,skip prabowo rindu pimpin haji anies rasyid baswedan for indonesia,-1,negatif
3808,kolom komentar anis haru,0,netral
3809,semangat prabowo gibran gaspoll bro prabowo gibran indonesia maju,3,positif
3810,lumayan khawatir pimpin,-5,negatif
3811,peringkat aniesbaswedan peringkat ganjarpranowo peringkat prabowo,0,netral
3812,terkadang orang pilih tutup mata terima benar tahan jalur aman penting pribadi dihadapakan cari alas benar jadi orang orang bodoh dungu moga pimpin pilih benar jalan salah,-27,negatif
3813,ragu dengar gagas paslon general kali ya,3,positif
3814,omong kerja percaya deh,0,netral
3815,anies kuasa panggung debat pikir prabowo sandera jokowi ganjar jebak jabat wapresnya,4,positif
3816,bidang debat doang,3,positif
3817,orang omong doank,-4,negatif
3818,wisnutamaalfakirterus prabowo bidang ngejilat jokowi capres satu tonton bokep,-7,negatif
3819,jago omong laksana,-1,negatif
3820,nomor babak bur nih malam nya joget gemoy selamat keras acara debat,3,positif
3821,coblos no,0,netral
3822,yaela kalah wapres kalah x capres maju kalah istirahat prabowo biar anies baswedan presiden,-13,negatif
3823,kawal kpu curang pegang kuasa,-5,negatif
3824,bingung debat,3,positif
3825,kali dukung prabowo kali debat capres mantapanis calon pimpin moga indonesia,8,positif
3826,serang anis lwan,-4,negatif
3827,awal ya rakyat ragu program,1,positif
3828,anis bicara kerja brbrprabowo bicara banyak kerja brbrganjar boneka pdi,4,positif
3829,objektif prabowo kerja,6,positif
3830,no anies muhaimin,0,netral
3831,smart,0,netral
3832,kali dukung prabowo miris sedih skrg puja kuasa asli jenderal prabowo kenal mantap solid dukung anies baik hati nilai langsung,24,positif
3833,no unggul,0,netral
3834,ayok wowo fan muuuuuuu brbrgaspoll bro prabowogibran indonesia maju,0,netral
3835,pragib,0,netral
3836,pengin percaya susah mentor khianat susah erti guru singkir kuasa bicara menariksemoga baik indonesia,-5,negatif
3837,anies santai kali ah,2,positif
3838,pilih presiden harga guru masa duduk sempat calon presiden cerdas jasa guru,17,positif
3839,maju anis pimpin indonesia raya amin,0,netral
3840,mati tugas kpps misterius moga ungkap,-1,negatif
3841,mass anis mas anies suka rangkai katakatajd gubernur janji nya lupa dienis mending lu guru bahasa indonesia kalo dolo uji merangakai,-5,negatif
3842,tranding,0,netral
3843,sih brabowo beliau jiwa tentara beliau keluar versi tentara brcuma jiwa beda nanggap jiwa prabowo,-5,negatif
3844,rakyat indonesia kawal pilpres curang insya allah amin putar,-1,negatif
3845,kelas calon kapasitas anies jls unggul calon,0,netral
3846,lihat bicara kayak nya gampang selesai nya kerja bosss ham dialok nya selesai gampang bos selesai pepua,1,positif
3847,baik anies cerdas tenang nya coblos nomer,6,positif
3848,cerdas aksi bos,5,positif
3849,cerdas olah ya ya jejak digital anis menghianati prabowo omong hindar kacau omong orang,0,netral
3850,cerdas menghayal ambang maksudnyamari arang,0,netral
3851,ga,0,netral
3852,cerdas pimpin negara,0,netral
3853,muter n the point,0,netral
3854,bismillah curang milu iniaamiin,-1,negatif
3855,i amin,0,netral
3856,ganjarmahfud baik,2,positif
3857,gagas paslon belepotan kalo pimpin depan,0,netral
3858,rataquot komen dukung amin hasil debat dukung sembunyi dikomen dukung amin membales komentar dasar brbrintinya milu transparan indonesia merdeka amin presiden wapresnya allahumma amin,24,positif
3859,jilat,-3,negatif
3860,paslon no prabowo jokowi bawabawa jokowi curiga,-3,negatif
3861,ganjar,2,positif
3862,prabowo badut cenderung serang personal arah mana,-9,negatif
3863,simak ya visi awal nyeranga personal serang,0,netral
3864,faqihminastaamklm bang buzeer heran komentar anisss ya,5,positif
3865,tanggap ragu indonesia pimpin prabowo n gibran,0,netral
3866,opung owo love lu more,2,positif
3867,jokowi is the bestmelu baelah,0,netral
3868,anis baik masyaallah,2,positif
3869,harap kpu tetap wasit adil jujur coba main,5,positif
3870,kpu kendali deh lurah menang sih sulung tarung,-4,negatif
3871,mudimudahmzpshati komen mu fitnahjangan garagara keti bukti bomerang,-3,negatif
3872,musaisraellewinogoahira edan,-3,negatif
3873,moga milu jurdil amin,1,positif
3874,a href lihat ekspresi prabowo anies merespon tanggap,9,positif
3875,gemoy debat capres natural bawa mantapbrgaspoll bro prabowogibran indonesia maju,-1,negatif
3876,ikut acara debat capres cawapres,0,netral
3877,wowo marah ungkit,-5,negatif
3878,bingung ya prabowo n gibran terima n tanggap paslon,9,positif
3879,gue kalah mulu ordal,-3,negatif
3880,anis dosen kalo debat mah juara lapang beda ceritanyabrbrno amp referensi tunggu debat,6,positif
3881,anjir no celah ganjar anis brbaru kali insecure dengar debat,2,positif
3882,terimakasih penyelanggara sesion pertamakpu dewasa,7,positif
3883,ragu pasang no sambung jabar detail kayak anies baswedan gitu,0,netral
3884,tolong kpu kalo bikin debat kasih mimbar calon presidenmasa putra putra baik indonesia pimpin indonesia diri mimbar panelis moderator enak duduk kursi masingbrini acara debat presiden debat parpol,13,positif
3885,takut gebrak mimbar,-3,negatif
3886,lapor lapor elektronik jaman ahok inisiatif,2,positif
3887,ganjar pranowo,2,positif
3888,no urut kalao bicara jago bangetbrbrjago cakap nya brjago ngibul nyabrjago sandiwarabrabu nawas indonesiabr,1,positif
3889,ya itu presiden konoha sekarang janji hasil pas jawanya yntks,11,positif
3890,no brsandiwara nya bangetbrkalao ganjar presiden dukung palestina kuat brkayak janji anak kalao bicara brthi is indonesia benerquot tulus sandiwara,9,positif
3891,dukung prabowo goyah lihat debat pertamabrmasih bingung pilih,4,positif
3892,sat set tas tas recall base keponakan paman usman wowo kena bantai kiri kanan telak,-14,negatif
3893,deh program program nya prabowo n gibran yuk pilih amin,2,positif
3894,bbanyak bilang butuh pimpin jago bicara anehbbrbbuktinya sidang pbb indonesia pertisipan pimpin nya bicarabbrbartinya bicara pimpin rapat negoisasi pimpin negara contoh proklamator karno karno hebat pintar bicara gugah semangat juang bangsab,-2,negatif
3895,anies lu palingbcocok kader,0,netral
3896,prabowo nya belit belitlangsung skat mat anis ganjar gasspool kasih kendor,0,netral
3897,a href bra href,0,netral
3898,ganjar mahfud kuasa bangsa layak pimpin bangsa,3,positif
3899,ya allah lugas banget anies banget kayak diomongin kak joviala hrefaboutinvalidzcsafeza,12,positif
3900,dahlan iskan calon presiden,3,positif
3901,sambung ya prabowo kayak bingung aduh tuh,-4,negatif
3902,wo wo adek adek lu,0,netral
3903,kawal kpu ketat curang pilpres,-9,negatif
3904,paslon banyak retorika teori utama satt settt urus negara actionaction actionn,0,netral
3905,jago retorika belaka,2,positif
3906,sadar sebal capres skip skip,1,positif
3907,uji kwalitas ex gubernur kota ku kian manis brkatanya manis seman hasil kerja karya alhamdulillah brbrinsyaallah beliau amanah dilakukansosok pintar amanah hilang sosok gubernur hebat amin nomor,22,positif
3908,anies baswedan,0,netral
3909,banget massy tinggal kabupaten bekas jkarta p anis gubernur nak angkot janklingko nol rupiah turun angkot jalan kaki trotoar luas bagus nyaman stsiun turun busway sambut jembatan seberang indah bagus milenialga kalo jpo takut copetbrtks anis,-12,negatif
3910,anies cerdas banget,1,positif
3911,nomer pas hati moga curang milu go head amin anies muhaimin,-1,negatif
3912,gue kayak paslon rada bingung gak,-3,negatif
3913,no emosi bawa,-3,negatif
3914,progja nya pragib debat,3,positif
3915,juara argumen dosen jempol aniestapiiiii,0,netral
3916,anis baswedan lawan,-3,negatif
3917,prabowo quotkita tau intervensi mk quot,-4,negatif
3918,sabar tunggu nya brgaspoll bro prabowogibran indonesia maju,4,positif
3919,halmahera anies baswedan,0,netral
3920,dukung prabowo putus pilih amin presiden mampu pimpin bangsa,1,positif
3921,hahaha cuman pintar omong doang realita turu,-4,negatif
3922,ya monggo serah haha,6,positif
3923,bryanpratamakok panas dek,1,positif
3924,ckck angin ktp,0,netral
3925,bryanpratama capres dukung ngerjain aja coba sebutin atuatu sila,1,positif
3926,presiden kalo ganjar ya anissalut,9,positif
3927,aduh banget sih program kerja nya pasang nomor prabowogibran kayak anies jabar detail,7,positif
3928,indonesia pimpin pimpin penuh rekayasa,0,netral
3929,langgar berat depan mata prabowooo samping loh,-6,negatif
3930,tuju wakanda no more capek sih kritik argumen mesti banget plesetin,-12,negatif
3931,gus miftah nunduk malu kayak orang diri,-6,negatif
3932,ya allah moga no menang percaya penuh,11,positif
3933,amin,0,netral
3934,moga bowo presiden bayang bowo presiden,9,positif
3935,waduuhkalau next presiden lanjut programproject on going ikn gmnabrsayang dana apbn non apbn investor alokasi,2,positif
3936,ikn jabat negara bro rakyat anggar prioritas dl,0,netral
3937,mantafchannel fakta bangun ikn on going dilanjutin bertanggungjawab next presiden,-2,negatif
3938,moga negeri pimpin orangorang moga halhal janji jalan tema salah presiden,1,positif
3939,maaf knapa debat prabowo anis emosi ya minimal santai bosq,4,positif
3940,anies mah jaman gubernur pintar omong doang realisasi bapuk wkwk gampang makan omong maniiezz doang tsay jakarta ampas pimpin doi mimpin negara,-18,negatif
3941,hatihati lu fitnah lu lu keluarga elu sila tunggu cepat lambat,-6,negatif
3942,prabowo gambar quotkacung lupa kulitquot,-3,negatif
3943,layak presiden no amp etika,1,positif
3944,nomer josss,0,netral
3945,nama usaha wkwkwk ente mending joget wo bowo,-1,negatif
3946,tau tulus negeri tulus hati nyasaya kerja tulus hasil maxsimaltidak tong kosong,9,positif
3947,top anis beliau lumat habis lugas,5,positif
3948,gaspoll bro prabowogibran indonesia maju mantap rame seruuuu,5,positif
3949,moga curang jalan aman damai,-4,negatif
3950,milu awas duga duga apaapa takut kalah,-2,negatif
3951,anis jago retorika content bicara calon presiden angkat martabat indonesia internasional bismillah,18,positif
3952,tolong prabowo kalo debat latih kasihan habisin,6,positif
3953,keren sih anis ngangkat debat capress keren keren keren,3,positif
3954,jawab kayak nomor,-5,negatif
3955,sahabat semuano putra baik bangsamari sih hatitinggal istikhoroh pilih baik atas baikin allah istikhorokh bimbing allah pilih baik,8,positif
3956,camat lasusua anis,0,netral
3957,prabowo kalah nyalon kali ragu pasang,-3,negatif
3958,papar anis baswedan benarbenar buka pikir pandang masingmasing capres tinggal kembali hati nurani layak pimpin indonesia depan nomor jawab amin,-9,negatif
3959,karakter asli capres anies cerdassubstansialinovatif prabowo simplegaris besaremosional ganjar sabarramahstabil simpul pilih anies ganjar samasama oke bangsa pilih prabowo baik pikir ulang prabowo stabil usia performa turun bangsa rumit butuh pimpin quotcerdassubstansialinovatifsabarramahstabilquot lihat debat cawapresnya diranking menang debat malam anies ganjar prabowo,8,positif
3960,fakta bukti lapang pandai bicara nol kerja,-4,negatif
3961,anis logis bramin menang,-1,negatif
3962,wowo presiden bahaya bicara bungkam trus anti kritik emosi,-13,negatif
3963,visi misi pragib baca berbelitbelit,4,positif
3964,bingung presiden,3,positif
3965,bismillah anies presiden amin,7,positif
3966,moga kpu netral jujur hasil pimpin kualitas,11,positif
3967,musaisraellewinogoahirasemoga engkau hidayah wafat,-8,negatif
3968,musaisraellewinogoahirajangan t lu njg anak hasil kndom petcah,0,netral
3969,moga jalan aman damai,1,positif
3970,persengkokolan wkwkwk baca,5,positif
3971,debat insyaallah pribadi tau pilih moga debat slanjut nya hasil refrensi menjujung adil sgala,7,positif
3972,khawatir pimpin pragib,-4,negatif
3973,kuasa bisniske kuasa untukke hormatanternyata pikir otak anis ya,9,positif
3974,coy hatihati fitnah lu lu keluarga lu tunggu,-5,negatif
3975,kolom komentar anis elit banget sihh ya lihat,6,positif
3976,ganjar persoaalan bangsa turun bawah dengar aspirasi rakyat timur baratpersatuan indonesia indonesia emas mantap ganjar jitu karakter pimpin,9,positif
3977,urus jateng gagal urus negara jateng provinsi miskin upah rendah sila cek,-23,negatif
3978,tombol prabowo,0,netral
3979,ayo kendor prabowo gibran indonesia maju,4,positif
3980,alhamdulilah kualitas calon presiden banding,10,positif
3981,jlas tpat padat anya anis,0,netral
3982,kpu mudahmudahan amanah kerja titip allah swtdan pasti pertanggungjawabannya,15,positif
3983,anis tegak ucap nya brtinggal bilang tuju brini belok antartika,0,netral
3984,ya wat dukung aniesbrbrtimses amin pesan komentar nya jelek paslon krn laku buzzer etikabrbrkrn pilih amin pakai akal sehatbukan akal jahatbrbrjdi promosiin anies ide gagas yaagk urus comment nyinyir brbramin yess,-4,negatif
3985,pilih pasagan prabowo gibran kalah nyalon x ragu,-9,negatif
3986,kalo prabowo n anies nyampai visi misi akh denger kalo ganjar partai kuasa jokowi oke pdip kapai aja,7,positif
3987,ani anis nyakmong,0,netral
3988,prabowo prabowo bicara sesuai nyata tetek bengek nya bnyaknkiasaan,1,positif
3989,insyaallah amin ri,2,positif
3990,jujur penting pribadi titip maju indonesia tangan calon presiden cerdas berakhlaq moga anies allah ridhoi presiden indonesia,15,positif
3991,aamiinno yes,3,positif
3992,prabowo jilat jokowi banget,-2,negatif
3993,rakyat jelata mudeng amp paham anis moga presiden debat wapres kocak,0,netral
3994,wkwkwk ya gua tau ya gua lihat perang omong prabowo anis kalo ganjar omong kayak energik anjay masuk pikir gua kalo omong anis gua hina gua lihat anis omong ber andai andai kayak imajinasi kalo prabowo adu debat anis sori gua maksud hina calon presiden gua gua lihat,-35,negatif
3995,amin,0,netral
3996,anis presiden amin,3,positif
3997,luarbiasa prabowo gaspoll bro prabowogibran indonesia maju,0,netral
3998,jokowi pandai debat argumentasi bawa indonesia maju pandang dunia kerja nya nyata,5,positif
3999,sebut harga proleh prabowo wkwkwk,6,positif
4000,hahaha versi tv ya,4,positif
4001,wo wo emosi ubah presiden,2,positif
4002,wakanda no more indonesia forever,0,netral
4003,prabowo ooo,0,netral
4004,kpu joss,0,netral
4005,nama curhat ganjar,1,positif
4006,ketawa kalo lihat probowo moga indonesia pimpin baik amin,10,positif
4007,kampanye ya jawab,5,positif
4008,lihat prabowo kayak lihat mu kalah telak wkwkwkwkwwk lawak banget,-3,negatif
4009,anies top,5,positif
4010,no no tri aja,1,positif
4011,moga jalan aman damai,1,positif
4012,sayang no milu cawecawe,0,netral
4013,mending tonton berisik tau tonton tv ganggu suara dukung,-12,negatif
4014,pilih rekayasa hukum mkrakyat merem,-4,negatif
4015,damai adil aaminn,1,positif
4016,berani omong hukum korea cina,-4,negatif
4017,orang cerdas pilih cerdas,-2,negatif
4018,bowo emisianngamok anmedeni,0,netral
4019,ragu pasang prabowo gibran ragu pasang memiih,2,positif
4020,persen anis menang kalo ndk dah curang,-7,negatif
4021,kali komentar kolom channel resmi kpubrbrkesempatan kpu percaya penuh rakyat sabang merauke sikap profesionalitas netralitas kuantitas kredibelitas hasil milu tentu arah indonesia global saksi internal kontestasi pilih pimpin presiden rakyat indonesiabrbrdari milu percaya kpubrbrdan sepenuh pikir hati harap percaya lembaga kpubrbrsalam orang susah b dki,2,positif
4022,iya banget ulang pilih kpu tentu,-4,negatif
4023,anis mulut maniss cuman pintar teori tpi kerja ganjar baik banding lainyaa,5,positif
4024,anis mmng is the best,0,netral
4025,anies kualitas,4,positif
4026,hukum alam naluri alam sadar manusia normal suka halhal bau angka biasa latah umat muslim amp kristen ulama pendeta doa ucap amin,10,positif
4027,a href gibran sih,0,netral
4028,ganjaringatt jawa ubah pakbapak kerja nyata,4,positif
4029,dukung prabowo bingung beliau visi misi nya,6,positif
4030,korupsi berantas prabowo kalo laku food estate triliun hasil nya nol tanggung jawabbr tum parpol koalisi libat korupsi minyak goreng impor sawit korupsi gula pasir,-15,negatif
4031,anies no,0,netral
4032,anis pintar bicaral sungguh nato no action talk only alias abunawas,4,positif
4033,indonesia butuh pimpin emosional prabowo,-5,negatif
4034,wakanda no more indonesia forever a href,0,netral
4035,anies janji ccx,0,netral
4036,cerdas nya anis,0,netral
4037,hahaha prabowo ngehajarr anies seruuuugaspoll bro prabowogibran indonesia maju,0,netral
4038,kawatir indonesia pegang pasang prabowo gibran tuju kawatir,1,positif
4039,buzzerrp kolom balas komentar isi,-5,negatif
4040,prabowo gibran is the best,0,netral
4041,anies baswedan ri,0,netral
4042,nomer urut amin,0,netral
4043,omong no,-4,negatif
4044,bang,0,netral
4045,muhammaddonycaprinosya dengar anis omong asa dengar vicky prasetiyo,1,positif
4046,no kewalahan debat lawan no anis calon presiden layak amin,-2,negatif
4047,loh emosi sih gemoy,-1,negatif
4048,a href,0,netral
4049,all prabowo,0,netral
4050,kocak,-2,negatif
4051,daging anies,0,netral
4052,gaspol bro prabowogibran harap indonesia maju daya saing,0,netral
4053,pragib bingung banget pas debat cemas kau dek,4,positif
4054,debat pikir kalo menang apaapa deh menang debat buruk buruk ya malas lihat capres tantrum uring,-4,negatif
4055,wakanda no more indonesia forever,0,netral
4056,pilih nomor tau deh mana pikir nya hahaha,-7,negatif
4057,kawal milu jurdiljgn curang,-6,negatif
4058,sumatra pilih aniessss,-2,negatif
4059,gemoy tinggal,-2,negatif
4060,rakyat indonesia butuh bukti janji makan janji nyak wkwkw,-8,negatif
4061,anies for presiden indonesia lugas tata tenangselalu sesuai topik,11,positif
4062,wowo menaha sakit iakinya,-5,negatif
4063,ayo rakyat indonesia akal sehat tau pilih,1,positif
4064,anis rumah dp,3,positif
4065,pasang prabowo gibran bingung ikut debat lucu ya debat bingung wkwkwkkwk,12,positif
4066,prabowo konek,0,netral
4067,kalo ordal kaya pimpin ordal,0,netral
4068,anies buka salam wakil agama abai salam nya agama paham anies kiblat pihak kelompok agama,-20,negatif
4069,anis sakah bikang kendara emisi hasil angin kuar bilang kendara mobil motor terjualdijakarta tambah yerus polusi hadeh ditanyain duit t anggar mana polusi tsk selesai tambah miskin jakarta tambah pokusi tambah macet jalan lubang banyak jalur sepeda dll duit segitu bangun jis unt kena masyarakat,-13,negatif
4070,presiden moga kerja adil jujur,10,positif
4071,pragib anti korupsi,-6,negatif
4072,debat anis jagonyasoal kerja nolyg masuk akal ganjar,4,positif
4073,ubah anis anis layak pimpin bangsa sayang kuasa oligarki korup suka,-2,negatif
4074,menteri pihak anies lihat korup,-5,negatif
4075,cerdas emosional stabilitas mental pikir,3,positif
4076,aceh anis,0,netral
4077,rame banget seruu gaspoll bro prabowogibran indonesia maju,1,positif
4078,huuuuuu,0,netral
4079,anies pilih rasional sih,-2,negatif
4080,program pragib cocok indonesia progam gaung anies,-2,negatif
4081,debat calon presiden wakil presiden visi misi wilayah hukum nya hukum jalan sesuai undang hukum layak fata morgana belaka,13,positif
4082,insya allah amin menang,4,positif
4083,tuju tuju mulu bowo wkwkkwk,-1,negatif
4084,rumit,-5,negatif
4085,lihat wajah prabowo detik lucu ybr,4,positif
4086,anies cuman jago ngomong track record urus jakarta bener boroboro urus negara bukti nyata omong,0,netral
4087,buka google cari hasil kerja anies bro dijakarta,2,positif
4088,benar warga dki orang dki tau prestasi beliau janganjangan tukang fitnah,-13,negatif
4089,ahahahaha program beliau program perintah pusat coba telusur ya,8,positif
4090,tuan rumah negeri sendiribrsilahkan arti,4,positif
4091,cuman komen,0,netral
4092,kann prabowo gibran indonesia maju,0,netral
4093,sumpah anis,0,netral
4094,cerdas pilih amin,-2,negatif
4095,sumatra aceh lampung anis,0,netral
4096,amin,0,netral
4097,gus miftah ngakak,-2,negatif
4098,saaya progam kerha pasang prabowo gibran menjujung visi misi yangberguna deapan,6,positif
4099,anis amin insyaallah menang r amin,1,positif
4100,prabowo gibran,0,netral
4101,ganjar pranowo prabowo anies,2,positif
4102,sumber suara asal debat pilpres kampanye br suara rakyat branis unggul debat pilpres kualitas percaya proses pilpres suci itubrbrtapi peluang,21,positif
4103,salut anis fokus serang no elektabilitas nya tinggi brdan ganjar bantu serang nomor,-5,negatif
4104,pikir,-1,negatif
4105,paslon curang tenggelam aja tua malu,-10,negatif
4106,pana no no serang no brseberat pasang nomor,0,netral
4107,iya calon no serang no,-4,negatif
4108,nama debat ya serang,3,positif
4109,ah teori buktinyasalam indonesia,0,netral
4110,maju pasang prabowogibran brgaspoll bro prabowo gibran indonesia maju,4,positif
4111,anis is the best anis r amin,0,netral
4112,bimbang cemas pimpin pragib,-8,negatif
4113,amin nomor,0,netral
4114,kayak mahfud sinar,-3,negatif
4115,bismillah anies presiden humble pinter fokus sopan santun caper,14,positif
4116,gaspoll bro prabowogibran indonesia maju mantap seru prabowo mahir debat,11,positif
4117,pilih dinasti keluarga bahaya kknepotisme,-9,negatif
4118,dukung deh berisik susah atur,1,positif
4119,ubah sih anies anoes mbulet malu limpah salah prabowo saking jengkel bilang ya,-5,negatif
4120,malas mnais manis tek solusi siterapkan orang ointer tau gesture pimpin cerdas no basa basi prabowo,-7,negatif
4121,anis omong data pakta,-7,negatif
4122,rocky gerungbrargumen argumen sentimen brinsyaallah anies baswedan mandat rakyat amin,-7,negatif
4123,anis isi pks rohingya kuasa,0,netral
4124,betulbrbentar gerombol pembulybrkatanya argumen kerja kerja masuk gorong,-7,negatif
4125,anis omong hianati omong orang amanah anis penghianat penghianat pimpin mas broooo,-3,negatif
4126,langitattar hianati anis mas bro brjelasin biar tau,-6,negatif
4127,langitattar goreng nih sumur resap dp,-1,negatif
4128,nek omong ki penak sing angel ki nglakoni,1,positif
4129,prabowo jilat kuasa,0,netral
4130,anies,0,netral
4131,no sampai visi misi muter visi misi nybrsemua blusukn mana ganjar butuh debat visi misi paslon global,4,positif
4132,luwuk sulawesi hadir dukung anis,3,positif
4133,sehat quot anies baswedan gus imin insya allah niat mudah presiden wakil presiden indonesia a href,17,positif
4134,anies baswedan oke santai debat kpj ganjar pranowo tampil percaya janya prabowo tampil emosional cundang debat ham putus mkmkdi samping prabowo percaya bawabawa bawa nama jokowi capres ganjaranies pranowo sebutsr bawa bawa nama jokowi debat capres pangung naik pamor jokowisebutkan program unggul capres paslon no prabowo srperti jilat jokowi,1,positif
4135,anis debat curiga bangsa inijangan pikir kerdil bawa pecah bawa ubah kadang takut rubah negara anies prabowo pandang luas efektivitas lembah manah mu diakuibrpak ganjar teknis konfident visioner,-1,negatif
4136,cerita perhati guru agama partai musuh ulama kriminalisasi ulama pilih amin aman,-2,negatif
4137,belah dosen bahasa kalou omong licin praktek lapang zooonk,-8,negatif
4138,omong adil transparansi pecat whatsapp contoh transparan adil kah,-2,negatif
4139,indonesia ubah,0,netral
4140,aduh mayah mayah teyuss,-2,negatif
4141,amin menang ulang jadi guling presiden bpk presiden bj habibie,1,positif
4142,ham faham kyaknya menangbrdisinformasi rukun belit citra kuat deh mnang tuju krisis budi pekertibrkorupsi belit citra okeh amin menangbrdemokrasi kpedean belit muantap okeh kuat menang emosi beda mana mulut tajam pedangbrhukum simple smart attack basi menangbrdstbr kuat nih low menang kmungkinan main,-19,negatif
4143,lawak,0,netral
4144,sipaling menang,-1,negatif
4145,pps panca mulia hadir,-1,negatif
4146,anies keren banget ubah indonesia amin dlu,1,positif
4147,anis tampil antitesa kalimat konsisten,-5,negatif
4148,komentar akun angka,0,netral
4149,gue angka nya akun asli hehehe,2,positif
4150,suka was buzzer skrang hhhhabr,2,positif
4151,nilai no no no,5,positif
4152,nilai gblk,1,positif
4153,orang cerdas nilai kandidat berqualitas tinggal kawa kotak suara hitung,2,positif
4154,orang cerdas pilih cerdas,-2,negatif
4155,program pragib omng kosong,-4,negatif
4156,emosi wonge,-1,negatif
4157,prabowo quotkalau indonesia kayakaya kayak kuasa hutang rakyat korban,-9,negatif
4158,kadang rakyat geli dengar ceramah buka ganjarkarna potret pimpin ganjar jawa amburadul allohuakbarbrya allah ya roob selamat negeri anugerah indonesia pimpin jujur amanah,24,positif
4159,anies pilih,-2,negatif
4160,nilai netizen kayak anak,-1,negatif
4161,woi dukung kasih kursi bikin kesel anjing orang dengar pikir masingmasing capres brbrbikin sakit kuping bikin pusing kepala bising orang indonesia cerdas suara keras,-11,negatif
4162,no the best pokok blunder,0,netral
4163,lapang teori all prabowo beliau bnar ikhlas negara,7,positif
4164,anies salut dehsantai senyum trstp lugas keren cadas deh,2,positif
4165,memanng pintar bicara action nya no,0,netral
4166,lihat hasil nya orang bro,6,positif
4167,cerdas lugas pecat menteri,-1,negatif
4168,jiddanthaariqquotactionnya nolquotbrmohon jelas,-2,negatif
4169,kalao bicara alus kayak spg rokok,-6,negatif
4170,tata isi kepala tata intelek cerdas wawas luas anies,2,positif
4171,kawal kpu bawaslu tps curang,-6,negatif
4172,lembaga nasib bawah tekan penguasadan tanda opini kpu tiada debat cawapreskawalllll,-8,negatif
4173,anies ganjar ber komunikasi,0,netral
4174,muhammadtaufikvplfindonesiaku rekaputri rekaputri lf,0,netral
4175,arhamazaku taksakit jiwa rekaputri maz,0,netral
4176,ganjar turun langsung lapang dengar suara rakyat,9,positif
4177,bangun bang siang,0,netral
4178,ya trek record anis pilih gubernur dki gue sih gabener orang jakarta tau laku integritas,-5,negatif
4179,keren anies,0,netral
4180,gasss ayo prabowo gibran indonesia maju,4,positif
4181,pandai omong pintar kerja,-2,negatif
4182,kalo butuh pintar kerja cocok tukang becak,-9,negatif
4183,nontn debat pilih gue no ya no kalo no mong sprtny ngambang aj,5,positif
4184,anies bicara adil dki bangun bambubangun sepatu adil anggar aibon,8,positif
4185,kerjakerja gagas bohong sebaliknyabrpublic speaking bagua vonis kibusbrdan planga plango anggap dewa maha sempurna selerabrsiapapun pilih hak personal warga negara hargaibrpilih no indonesia jakartabrpilih no indonesia perintah sekarangbrpilih no indonesia jawa tengahbrsudah selesai,-5,negatif
4186,prabowo gibran yesssss,0,netral
4187,belgedes,0,netral
4188,selfie utama wkwk,2,positif
4189,makan emosi,-1,negatif
4190,madura asli pilih amin,0,netral
4191,prabowo bangetbaperan gagasanklo negara pimpin orang prabowomaka negara,0,netral
4192,paham bantu,-1,negatif
4193,langsung undi tarbuang manfaat debat durasi debat batas pendek kurang kualitas debat cerdas cermat seru,14,positif
4194,p anis kalaw bicara pintar kerja pimpin jakarta becus mimpin indonesia jual indonesia,0,netral
4195,ngeri amp smart paslon paslon,-4,negatif
4196,pilih syirik salam sesuai syariat tanggung jawab akhiratbrkarena toleransi sama,0,netral
4197,bismillah,4,positif
4198,salam agama hindu benci agama hindu,-7,negatif
4199,ganjar,2,positif
4200,janji apaya,0,netral
4201,gue debat anies brbrudah ngadepin jual obat,-1,negatif
4202,kawal amin moga allah kabul amin,5,positif
4203,adu bacot ktauan pemenangnyaadu kerja tanggung jawabblom tentuwkwkwkdibegoin,-4,negatif
