komentar_bersih,prepos_text,polarity_score,sentiment,labeling_polarity,predicted_sentiment
dalam politik itu hal biasa,['politik'],-1,negatif,-1,Negatif
saya dukung prabowo namun lihat debat ini kenapa ya jagoanku kelihatan bloon sekali statmennya malah senjata makan tuankenapa saya lebih cocok ke anis ya masuk logika dan tepat sasaran yang di butuhkan masarakat statmennya sepertinya saya harus hijrah ke anis,"['dukung', 'prabowo', 'lihat', 'debat', 'ya', 'jago', 'bloon', 'statmennya', 'senjata', 'makan', 'tuankenapa', 'cocok', 'anis', 'ya', 'masuk', 'logika', 'sasar', 'butuh', 'masarakat', 'statmennya', 'hijrah', 'anis']",11,positif,1,Positif
anies for ri 1,"['anies', 'for', 'ri', '1']",0,netral,0,Positif
yang punya akal sehat pasti pilih anis01,"['akal', 'sehat', 'pilih', 'anis01']",1,positif,1,Positif
bismillah semoga semua kalangan pilih anis amin,"['bismillah', 'moga', 'kalang', 'pilih', 'anis', 'amin']",3,positif,1,Positif
woy,['woy'],0,netral,0,Netral
saya memilih ganjar mahfud 3,"['pilih', 'ganjar', 'mahfud', '3']",0,netral,0,Positif
ya allah panjangkan lah umur no2 dan no3 supaya bisa melihat pak anies menang nanti,"['ya', 'allah', 'panjang', 'umur', 'no2', 'no3', 'anies', 'menang']",12,positif,1,Positif
sebenarnya semua bagus cuman pendukung nya saja suka rusuh,"['bagus', 'cuman', 'dukung', 'nya', 'suka', 'rusuh']",1,positif,1,Positif
tidaakkjangan sampai,['tidaakkjangan'],0,netral,0,Positif
mengakak bos,"['akak', 'bos']",3,positif,1,Positif
sepertinya komentar ini tidak tulus,"['komentar', 'tulus']",4,positif,1,Positif
enggak segampang itu soal papua,"['gampang', 'papua']",1,positif,1,Positif
pilih pemimpin itu tidak perlu terlalu cerdascukup hanya cerdas sajaa karena menjadi pemimpin itu bukan hanya dia saja yang memikirkan rakyat indonesiatapi ada juga bawahnnyaa pilihlah yang demokrasijikalau dia demokrasi sudah pasti dia cerdaskarna dia tau negara indonesia ini demokrasi,"['pilih', 'pimpin', 'cerdascukup', 'cerdas', 'sajaa', 'pimpin', 'pikir', 'rakyat', 'indonesiatapi', 'bawahnnyaa', 'pilih', 'demokrasijikalau', 'demokrasi', 'cerdaskarna', 'tau', 'negara', 'indonesia', 'demokrasi']",-9,negatif,-1,Negatif
kepada seluruh rakyat indonesiabrbrsiapapun yang terpilih nanti saya mohon untuk tetap setia kepada nkri dan pancasilabrmari kita bangun bersama negeri inibrbhineka tunggal ikabrkita semua berbeda tapi tujuan kita sama yaitubrindonesia jaya indonesia makmur indonesia adil indonesia emasbrbrdisclaimer saya bukan pendukung ke3 pasangan saat pemilihan nanti saya akan mencoblos dengan mata tertutup akan saya biarkan tangan saya bergerak mengikuti hati nurani saya,"['rakyat', 'indonesiabrbrsiapapun', 'pilih', 'mohon', 'setia', 'nkri', 'pancasilabrmari', 'bangun', 'negeri', 'inibrbhineka', 'tunggal', 'ikabrkita', 'beda', 'tuju', 'yaitubrindonesia', 'jaya', 'indonesia', 'makmur', 'indonesia', 'adil', 'indonesia', 'emasbrbrdisclaimer', 'dukung', 'ke3', 'pasang', 'pilih', 'coblos', 'mata', 'tutup', 'biar', 'tangan', 'gerak', 'ikut', 'hati', 'nurani']",-2,negatif,-1,Negatif
setelah lihat debat kali ini yang tadinya mau memilih 02 beralih dan hakul yakin pilih 01 amin cerdas wawasan luas,"['lihat', 'debat', 'kali', 'pilih', '02', 'alih', 'hakul', 'pilih', '01', 'amin', 'cerdas', 'wawas', 'luas']",5,positif,1,Positif
wawasan dp 0,"['wawas', 'dp', '0']",0,netral,0,Positif
salam waras kawan,"['salam', 'waras', 'kawan']",-1,negatif,-1,Negatif
anis baswedan bismillah presiden kita,"['anis', 'baswedan', 'bismillah', 'presiden']",7,positif,1,Positif
insyaallah anis jadi presiden,"['insyaallah', 'anis', 'presiden']",5,positif,1,Positif
sudah saatnya indonesia dipimpin oleh orang cerdasjujursantun dan punya visi misi dan gagasan yang tajam dan itu semua ada pada apa anis,"['indonesia', 'pimpin', 'orang', 'cerdasjujursantun', 'visi', 'misi', 'gagas', 'tajam', 'anis']",4,positif,1,Positif
saatnya pilih presiden yang bisa kerjatak ada gunanya pandai debat dan pidatobrorg jepang china kalau pidato padat pendekbrtidak seperti kitakalau nyampaikan sesuatu berbelit2,"['pilih', 'presiden', 'kerjatak', 'guna', 'pandai', 'debat', 'pidatobrorg', 'jepang', 'china', 'pidato', 'padat', 'pendekbrtidak', 'kitakalau', 'nyampaikan', 'berbelit2']",5,positif,1,Positif
pak soekarno di hormati karena dia mampu berpidato seorang bangsawan dan seorang yang berpendidikan itu yang di banggakan bukan yang planga plongo,"['soekarno', 'hormat', 'pidato', 'bangsawan', 'didik', 'bangga', 'planga', 'plongo']",2,positif,1,Positif
ensimsukendar02alhamdulillah paket komplit ada di pak anies pintar berkomunikasi pemimpin sangat perlu kemampuan untuk berkomunikasi bisa kerja juga bahkan pekerjaannya di atas ratarata terbukti dengan banyak penghargaan dari lembagalembaga yang kredibel mantap pilih amin aja,"['ensimsukendar02alhamdulillah', 'paket', 'komplit', 'anies', 'pintar', 'komunikasi', 'pimpin', 'mampu', 'komunikasi', 'kerja', 'kerja', 'ratarata', 'bukti', 'harga', 'lembagalembaga', 'kredibel', 'mantap', 'pilih', 'amin', 'aja']",9,positif,1,Positif
ensimsukendar02parah anda orang sukses pimpin jakarta dibilang asal pintar ngomong parah,"['ensimsukendar02parah', 'orang', 'sukses', 'pimpin', 'jakarta', 'bilang', 'pintar', 'ngomong', 'parah']",-2,negatif,-1,Negatif
wkwkw mengomong muter2 begitu doang mau mimpin indo,"['wkwkw', 'omong', 'muter2', 'doang', 'mimpin', 'indo']",-7,negatif,-1,Negatif
prabowo gibran untuk indonesia maju semangat 02,"['prabowo', 'gibran', 'indonesia', 'maju', 'semangat', '02']",3,positif,1,Positif
setuju kita butuh pemimpin yang mengeri keadaan bangsa bukan butuh pemimpin yang bisa berteori untuk bangsa brpak prabowo memang kurang pintar mengolah kata tapi saya yakin pak prabowo akan mampu memberikan yang terbaik untuk bangsa ini,"['tuju', 'butuh', 'pimpin', 'keri', 'bangsa', 'butuh', 'pimpin', 'teori', 'bangsa', 'brpak', 'prabowo', 'pintar', 'olah', 'prabowo', 'baik', 'bangsa']",-13,negatif,-1,Negatif
pak prabowo presidenkuu 2024,"['prabowo', 'presidenkuu', '2024']",0,netral,0,Netral
oga aa sudah 4 kali,"['oga', 'aa', '4', 'kali']",0,netral,0,Negatif
pilih pemimpin yang pintar kerja jangan pintar bicara apalagi pandai ngibul jangan lagi terulang dp 0,"['pilih', 'pimpin', 'pintar', 'kerja', 'pintar', 'bicara', 'pandai', 'ngibul', 'ulang', 'dp', '0']",0,netral,0,Negatif
cuma orang dungu yang kagak memilih anies dengan statment2nya yang begitu brilian,"['orang', 'dungu', 'kagak', 'pilih', 'anies', 'statment2nya', 'brilian']",-10,negatif,-1,Negatif
wah visi misi pak anies awal kok sudah nyenggol aja kelihatan paling ketar ketir brvisi misi pak prabowo tegas mau memberantas korupsi dan jangan sampai mencela dan menghina sesama warna negara rukunbrvisi misi pak ganjar bercerita tentang blusukan sabangmerauke sikat korupsi tidak dengan kata,"['visi', 'misi', 'anies', 'nyenggol', 'aja', 'ketar', 'tir', 'brvisi', 'misi', 'prabowo', 'berantas', 'korupsi', 'cela', 'hina', 'warna', 'negara', 'rukunbrvisi', 'misi', 'ganjar', 'cerita', 'blusukan', 'sabangmerauke', 'sikat', 'korupsi']",-17,negatif,-1,Negatif
tiga pasangan putra terbaik indonesia yang akan menjadi pemimpin kita semua nantinyajangan saling hina caci maki berbeda pilihan sudah wajarsatset,"['pasang', 'putra', 'baik', 'indonesia', 'pimpin', 'nantinyajangan', 'hina', 'caci', 'maki', 'beda', 'pilih', 'wajarsatset']",-13,negatif,-1,Negatif
cari capres yang rekam jejaknya baik jangan yang pintar omong doang tapi prakteknya negarif,"['cari', 'capres', 'rekam', 'jejak', 'pintar', 'omong', 'doang', 'praktek', 'negarif']",-8,negatif,-1,Negatif
anis mengatur jakarta saja lo enggak bisa,"['anis', 'atur', 'jakarta', 'lo']",0,netral,0,Positif
sulawesi utara hadir for anis 2024,"['sulawesi', 'utara', 'hadir', 'for', 'anis', '2024']",-1,negatif,-1,Positif
selamat pak anissemoga pak anus sehat trsbsa melanjutkan debat stts nya aamiin,"['selamat', 'anissemoga', 'anus', 'sehat', 'trsbsa', 'lanjut', 'debat', 'stts', 'nya', 'aamiin']",10,positif,1,Positif
capres produk gagal reformasi pelanggar ham berat wowo dan cawapres produk haram konstitusi pelanggar etik berat maka giberan brbrdengan tidak memilih quotprabowo gibranquot berarti kita selamatkan negeri ini brbrsalam tiga jari salam persatuan berkeadilan,"['capres', 'produk', 'gagal', 'reformasi', 'langgar', 'ham', 'berat', 'wowo', 'cawapres', 'produk', 'haram', 'konstitusi', 'langgar', 'etik', 'berat', 'giberan', 'brbrdengan', 'pilih', 'quotprabowo', 'gibranquot', 'selamat', 'negeri', 'brbrsalam', 'jari', 'salam', 'satu', 'adil']",4,positif,1,Negatif
buzzer jangan menjelekkan bung takut kalah ya wkwkwkwk,"['buzzer', 'jelek', 'takut', 'kalah', 'ya', 'wkwkwkwk']",-8,negatif,-1,Negatif
saya dari jawa timur saya memang akui pada caprescawapres no urut 1 dengan pemikiran dan cara bicaranya dan saya juga bangga pada no urut 3 karena pemikirannya tapi saya dan circle saya tetap all ini no urut 2 karena sudah banyak aksi nyatanya tidak banyak bicara tapi banyak kerja brtp apapun hasilnya nanti kita harus ikut pemimpin presidennya,"['jawa', 'timur', 'aku', 'caprescawapres', 'no', 'urut', '1', 'pikir', 'bicara', 'bangga', 'no', 'urut', '3', 'pikir', 'circle', 'all', 'no', 'urut', '2', 'aksi', 'bicara', 'kerja', 'brtp', 'apa', 'hasil', 'pimpin', 'presiden']",9,positif,1,Positif
suqhduwsuh duhdhuwehqiwh jqhdheujehdwjj ini lah contoh kata katamu orang cawaresnya orang kosong masih saja di dukung,"['suqhduwsuh', 'duhdhuwehqiwh', 'jqhdheujehdwjj', 'contoh', 'kata', 'orang', 'cawaresnya', 'orang', 'kosong', 'dukung']",-1,negatif,-1,Negatif
tindakan harus pakai katakata dan bicara memang lu suka kalo pasangan lu selalu bertindak tanpa kompromi sama lu contoh beli sesuatu yang penting ada uang,"['tindak', 'pakai', 'katakata', 'bicara', 'lu', 'suka', 'kalo', 'pasang', 'lu', 'tindak', 'kompromi', 'lu', 'contoh', 'beli', 'uang']",5,positif,1,Negatif
moderator tidak netralbrsewaktu ganjar menanggapi prabowo dengan pertanyaan tidak diperbolehkan alasannya quotmenanggapi bukan mengajukan pertanyaanquot loh waktu prabowo menanggapi dalam bentuk pertanyaan kepada ganjar dan anies apakah moderator tidak mendengar,"['moderator', 'netralbrsewaktu', 'ganjar', 'tanggap', 'prabowo', 'boleh', 'alas', 'quotmenanggapi', 'aju', 'pertanyaanquot', 'loh', 'prabowo', 'tanggap', 'bentuk', 'ganjar', 'anies', 'moderator', 'dengar']",9,positif,1,Positif
gaspoll broo prabowo gibran untuk indonesia maju pak wowo loveyou pakk keren pak,"['gaspoll', 'broo', 'prabowo', 'gibran', 'indonesia', 'maju', 'wowo', 'loveyou', 'pakk', 'keren']",0,netral,0,Netral
disimak dari awal topik nya semua hal yang menyudutkan paslon no2,"['simak', 'topik', 'nya', 'sudut', 'paslon', 'no2']",-2,negatif,-1,Negatif
bukan menyudutkan kamu harus lihat perspective lain itu artinya dialah yang memiliki banyak masalah di rekam jejaknya,"['sudut', 'lihat', 'perspective', 'milik', 'rekam', 'jejak']",3,positif,1,Positif
yang cerdas tahu mana kandidat yang pantas untuk memimpin indonesia yang maju dan bermartabat,"['cerdas', 'kandidat', 'pimpin', 'indonesia', 'maju', 'martabat']",5,positif,1,Positif
gue sebagai warga jakarta merasakan yang sama ketika debat cagub saat itu memang pak anies lebih menonjol beliau memang cerdas sih dan jago bicara tapii saat setelah dilantik,"['gue', 'warga', 'jakarta', 'rasa', 'debat', 'cagub', 'anies', 'tonjol', 'beliau', 'cerdas', 'sih', 'jago', 'bicara', 'tapi', 'lantik']",7,positif,1,Positif
warga jakarta yang menolak penggusuran ahok semua puas dan damai setelah anies bekerja nyata,"['warga', 'jakarta', 'tolak', 'gusur', 'ahok', 'puas', 'damai', 'anies', 'nyata']",-4,negatif,-1,Positif
sampai sekarang tidak move onakhirnya demi gengsi pilih yang tidak sesuai hati,"['move', 'onakhirnya', 'gengsi', 'pilih', 'sesuai', 'hati']",5,positif,1,Positif
pak prabowo tegang benergagasannya pun kurang di mengerti,"['prabowo', 'tegang', 'benergagasannya', 'erti']",4,positif,1,Positif
gagasan yang mana yang kakak enggak ngerti aku bantu jelasin,"['gagas', 'kakak', 'ngerti', 'bantu', 'jelasin']",-1,negatif,-1,Negatif
faqihminastaa di perjelas ke anda pihak pak prabowopastinya enggak mau kalah,"['faqihminastaa', 'jelas', 'prabowopastinya', 'kalah']",-6,negatif,-1,Negatif
insya allah pak anis terbaik cerdas amanah dan berprestasi,"['insya', 'allah', 'anis', 'baik', 'cerdas', 'amanah', 'prestasi']",12,positif,1,Positif
yang terbaik cerdas amanah dan berprestasi bukan jaminan terpilih bro,"['baik', 'cerdas', 'amanah', 'prestasi', 'jamin', 'pilih', 'bro']",0,netral,0,Positif
rifkarifkaok4rxlantas bagaimana kalau memilih yang bermasalah,"['rifkarifkaok4rxlantas', 'pilih', 'masalah']",-6,negatif,-1,Negatif
pak anies jangan dicubit kalau tidak ingin cedera di depan publik brseru pak wowo vs pak anies,"['anies', 'cubit', 'cedera', 'publik', 'brseru', 'wowo', 'vs', 'anies']",-7,negatif,-1,Negatif
genzztopjakarta sudah buktikan dan warga jakarta all ini dukung anis,"['genzztopjakarta', 'bukti', 'warga', 'jakarta', 'all', 'dukung', 'anis']",1,positif,1,Positif
no 1 presiden amin,"['no', '1', 'presiden', 'amin']",3,positif,1,Positif
pemaparan pak ganjar menunjukkan negarawan dan intelektual yang hebatmantap,"['papar', 'ganjar', 'negarawan', 'intelektual', 'hebatmantap']",2,positif,1,Positif
petanyaan ganjar enggak berbobot aboutinvalidzcsafeza,"['tanya', 'ganjar', 'bobot', 'aboutinvalidzcsafeza']",-1,negatif,-1,Positif
mantap pak prabowo dukung terus prabowo gibran,"['mantap', 'prabowo', 'dukung', 'prabowo', 'gibran']",9,positif,1,Positif
semangat pak gemoyku pasti bisa pasti lancar pak prabowo gibran gaspoll bro prabowo gibran untuk indonesia maju,"['semangat', 'gemoyku', 'lancar', 'prabowo', 'gibran', 'gaspoll', 'bro', 'prabowo', 'gibran', 'indonesia', 'maju']",5,positif,1,Positif
akhlak yang baik dilihat dari tutur kata yang baik anies baswedan pilihan yang terbaik,"['akhlak', 'anies', 'baswedan', 'pilih', 'baik']",4,positif,1,Positif
air dari tanah harus kembali ke dalam tanah,"['air', 'tanah', 'tanah']",-1,negatif,-1,Negatif
pertahankan wrna kostimnya pakai ganjar dan pakai mahmud merah itu berani putih itu suci merah putih untuk ganjar mahmud indonesia,"['tahan', 'wrna', 'kostimnya', 'pakai', 'ganjar', 'pakai', 'mahmud', 'merah', 'berani', 'putih', 'suci', 'merah', 'putih', 'ganjar', 'mahmud', 'indonesia']",0,netral,0,Positif
keren sih gaspoll prabowo maju,"['keren', 'sih', 'gaspoll', 'prabowo', 'maju']",0,netral,0,Netral
ganjar sesuai kata dan perbuatan anis raja teori prabowo tegas,"['ganjar', 'sesuai', 'buat', 'anis', 'raja', 'teori', 'prabowo']",6,positif,1,Positif
tegas apa on fire,"['on', 'fire']",0,netral,0,Netral
novitaindriana101 miripquot,"['novitaindriana101', 'miripquot']",0,netral,0,Netral
tombol untuk memilih ganjar pranowo dan mahfud mdmantap,"['tombol', 'pilih', 'ganjar', 'pranowo', 'mahfud', 'mdmantap']",0,netral,0,Positif
masyaallah sangat logis unk nkri,"['masyaallah', 'logis', 'unk', 'nkri']",0,netral,0,Netral
ganjar mahfud gas poll,"['ganjar', 'mahfud', 'gas', 'poll']",-2,negatif,-1,Positif
bismillahanies pantas duduk jadi presiden 2024brcerdas bijak santun figur ekfresi seorang pemimpin begitu tenang tidak mudah emosi href 01,"['bismillahanies', 'duduk', 'presiden', '2024brcerdas', 'bijak', 'santun', 'figur', 'ekfresi', 'pimpin', 'tenang', 'mudah', 'emosi', 'href', '01']",13,positif,1,Positif
bismillah allahumma sholli ala muhammad semoga pak anies baswedan menang satu putaran amin ya allah,"['bismillah', 'allahumma', 'sholli', 'ala', 'muhammad', 'moga', 'anies', 'baswedan', 'menang', 'putar', 'amin', 'ya', 'allah']",13,positif,1,Positif
prabowo baperan emosional enggak ada esensi yang keluar dari mulutnyabretika debat enggak ada kmpunganamin numero uno,"['prabowo', 'baperan', 'emosional', 'esensi', 'mulutnyabretika', 'debat', 'kmpunganamin', 'numero', 'uno']",-1,negatif,-1,Negatif
anies tetap di setir surya paloh yang jelas prabowo partainya sendiri enggak ada yang nyetir,"['anies', 'setir', 'surya', 'paloh', 'prabowo', 'partai', 'nyetir']",1,positif,1,Positif
masih ada pakai deh dia kan sekarang fan sama pakai deh wkwkwk,"['pakai', 'deh', 'fan', 'pakai', 'deh', 'wkwkwk']",3,positif,1,Positif
yang cerdas pasti paham siapa yang pantas di pilih yuk bisa yuk gama m3nang,"['cerdas', 'paham', 'pilih', 'yuk', 'yuk', 'gama', 'm3nang']",6,positif,1,Positif
anis o1ri 1,"['anis', 'o1ri', '1']",0,netral,0,Netral
pak anies kok pintar banget ya seolah olah melihat pak ganjar dan pak prabowo seperti anak sedang diajari cara menjadi negarawan pendapat pribadi,"['anies', 'pintar', 'banget', 'ya', 'olah', 'ganjar', 'prabowo', 'anak', 'ajar', 'negarawan', 'dapat', 'pribadi']",2,positif,1,Positif
semangat pakbrgaspol bro prabowo ghibran untuk indonesia maju,"['semangat', 'pakbrgaspol', 'bro', 'prabowo', 'ghibran', 'indonesia', 'maju']",3,positif,1,Positif
anis solusi untuk indonesia,"['anis', 'solusi', 'indonesia']",3,positif,1,Positif
dari pemaparan misi no paling realistis,"['papar', 'misi', 'no', 'realistis']",1,positif,1,Positif
gaspoll bro prabowo gibran untuk indonesia majubrtetep dukung merekasiip,"['gaspoll', 'bro', 'prabowo', 'gibran', 'indonesia', 'majubrtetep', 'dukung', 'merekasiip']",4,positif,1,Netral
nuju naon nya,"['nuju', 'naon', 'nya']",-2,negatif,-1,Negatif
no 2 like donk,"['no', '2', 'like', 'donk']",0,netral,0,Negatif
am1n ajalah,"['am1n', 'aja']",1,positif,1,Positif
pelayanan publik anies mengangkat jaki sebagai superapps tapi ganjar mengatakan sama pandang dalam hal itu dan itu menarikbrbrgagasan mereka sama yang satu dengan karya yang satu dengan gaya,"['layan', 'publik', 'anies', 'angkat', 'jaki', 'superapps', 'ganjar', 'pandang', 'menarikbrbrgagasan', 'karya', 'gaya']",9,positif,1,Positif
amin 2024,"['amin', '2024']",0,netral,0,Positif
petani 3 1 hebat,"['tani', '3', '1', 'hebat']",0,netral,0,Positif
ya allah lindungi kami dari pemimpin dzalim,"['ya', 'allah', 'lindung', 'pimpin', 'dzalim']",13,positif,1,Positif
gaspol prabwo gibran semangat nomor 2,"['gaspol', 'prabwo', 'gibran', 'semangat', 'nomor', '2']",3,positif,1,Positif
awalnya masih bingung pilih nomor 1 atau 2 pas selesai debat yakin pilih jadinya nomor 1 kalo nomer 3 enggak mau pilih karena pengusung partainya dari nganu,"['bingung', 'pilih', 'nomor', '1', '2', 'pas', 'selesai', 'debat', 'pilih', 'nomor', '1', 'kalo', 'nomer', '3', 'pilih', 'usung', 'partai', 'nganu']",-2,negatif,-1,Negatif
betul saya enggak pilih kalo misalkan yang mau saya presidennya dia tapi kalo pengusungnya sih anu maaf saja,"['pilih', 'kalo', 'presiden', 'kalo', 'usung', 'sih', 'anu', 'maaf']",-3,negatif,-1,Negatif
tapi kalau menurut saya pdip itu mendingan dibanding para anasir disekitar prabowo,"['pdip', 'mending', 'banding', 'anasir', 'sekitar', 'prabowo']",-1,negatif,-1,Negatif
kalian pasti bisa menilai kan siapa yang pantas gaspoll bro prabowo gibran untuk indonesia maju,"['nilai', 'gaspoll', 'bro', 'prabowo', 'gibran', 'indonesia', 'maju']",5,positif,1,Netral
setelah debat pertama ini selanjutnya tunggu saja hasil survei dari kodari pasti nmor urut 2 yang unggul debat,"['debat', 'tunggu', 'hasil', 'survei', 'kodari', 'nmor', 'urut', '2', 'unggul', 'debat']",8,positif,1,Positif
ganjar mahfud pasti m3nang kami rakyat bersih hanya akan mendukung ganjar mahfud,"['ganjar', 'mahfud', 'm3nang', 'rakyat', 'bersih', 'dukung', 'ganjar', 'mahfud']",8,positif,1,Positif
mimpi kali wadas menang,"['mimpi', 'kali', 'wadas', 'menang']",1,positif,1,Negatif
anies capres yang minim resiko bagi negeri,"['anies', 'capres', 'minim', 'resiko', 'negeri']",-3,negatif,-1,Negatif
quotes of the day,"['quotes', 'of', 'the', 'day']",0,netral,0,Netral
buat pendukung no 2 selalu membela diri dengan quotteori sama enggak penting yang penting kerja nyataquot lah bagaimana mau kerja kalo teori nya saja enggak bisa bisanya cuma bawabawa nama pak lurah,"['dukung', 'no', '2', 'bela', 'quotteori', 'kerja', 'nyataquot', 'kerja', 'kalo', 'teori', 'nya', 'bisa', 'bawabawa', 'nama', 'lurah']",8,positif,1,Positif
praproro bukan debat tapi kayak orang demo,"['praproro', 'debat', 'kayak', 'orang', 'demo']",-3,negatif,-1,Negatif
pak ganjar wadas gimana,"['ganjar', 'wadas', 'gimana']",2,positif,1,Positif
berikan lah kesempatan kepada bpk prabowo karena sepertinya beliau sangat bersemangat walaupun kurang lihai dalam berkata kata tetapi kelihatan nya beliau tulus,"['sempat', 'bpk', 'prabowo', 'beliau', 'semangat', 'lihai', 'nya', 'beliau', 'tulus']",5,positif,1,Positif
analisa anda sangat baikbrorang indonesia ternyata mudah untuk di tipu dengan katakata yang manis banyak pemimpin dunia ini yang tidak pandai mengolah kata tapi bisa membuktikan kerja yang nyata,"['analisa', 'baikbrorang', 'indonesia', 'mudah', 'tipu', 'katakata', 'manis', 'pimpin', 'dunia', 'pandai', 'olah', 'bukti', 'kerja', 'nyata']",6,positif,1,Positif
yang jelas haus penasaran ingin duduk jadi presiden dan berkuasa statmen beliau perusahaannya mandeg selama 20tahun karena dia tidak berkuasa brdri argumen debat ini kelihatan kok bloon apalagi di sindir tentang mk laga mau brantas korupsi nepotisme awalnya juga sudah nepotisme yang dukung wowo paling yang di kasih duit bayaranbrbuka mata dan hati negara ini butuh pemimpin yang serius dan pintar bukan malu2incuaaxk,"['haus', 'penasaran', 'duduk', 'presiden', 'kuasa', 'statmen', 'beliau', 'usaha', 'mandeg', '20tahun', 'kuasa', 'brdri', 'argumen', 'debat', 'bloon', 'sindir', 'mk', 'laga', 'brantas', 'korupsi', 'nepotisme', 'nepotisme', 'dukung', 'wowo', 'kasih', 'duit', 'bayaranbrbuka', 'mata', 'hati', 'negara', 'butuh', 'pimpin', 'serius', 'pintar', 'malu2incuaaxk']",-15,negatif,-1,Negatif
arwansyah14tapi action tanpa katakata dan pikiran sama saja kayak binatang lu suka enggak pasangan lu enggak berkata2 dan kompromi sama lu dia langsung bertindak sendiri apa lu seneng,"['arwansyah14tapi', 'action', 'katakata', 'pikir', 'kayak', 'binatang', 'lu', 'suka', 'pasang', 'lu', 'berkata2', 'kompromi', 'lu', 'langsung', 'tindak', 'lu', 'neng']",9,positif,1,Positif
nomor urut 1 memang jauh berbeda dari segi keilmuan andai anis baswedan tak terpilih alangkah ruginya indonesia,"['nomor', 'urut', '1', 'beda', 'segi', 'ilmu', 'andai', 'anis', 'baswedan', 'pilih', 'alangkah', 'rugi', 'indonesia']",-5,negatif,-1,Negatif
anies memang layak jadi presiden semoga menang,"['anies', 'layak', 'presiden', 'moga', 'menang']",1,positif,1,Positif
no 2 di sikat habis no 13 wkwkwkwk,"['no', '2', 'sikat', 'habis', 'no', '13', 'wkwkwkwk']",0,netral,0,Netral
gaspoll bro prabowo gibran untuk indonesia majubrselalu dukung gama,"['gaspoll', 'bro', 'prabowo', 'gibran', 'indonesia', 'majubrselalu', 'dukung', 'gama']",4,positif,1,Netral
coba sedikit lebih cerdas pak,"['coba', 'cerdas']",1,positif,1,Positif
kurang susu,['susu'],-4,negatif,-1,Negatif
semua itu dari ide gagasan pilih yang cerdas,"['ide', 'gagas', 'pilih', 'cerdas']",-2,negatif,-1,Positif
amin 01,"['amin', '01']",0,netral,0,Positif
disini kita di pertontonkan karakter asli prabowo yang arogan angkuh emosional dan pemuja penguasabrberuntung anis dan ganjar tidak terprovokasi tapi saya harus jujur hanya anis yang berkelasamin saja dulu,"['tonton', 'karakter', 'asli', 'prabowo', 'arogan', 'angkuh', 'emosional', 'puja', 'penguasabrberuntung', 'anis', 'ganjar', 'provokasi', 'jujur', 'anis', 'berkelasamin']",8,positif,1,Positif
oposisi akan mematikan bisnis maka jangan beroposisi berat cukup yang punya iman dan amin,"['oposisi', 'mati', 'bisnis', 'oposisi', 'berat', 'iman', 'amin']",-4,negatif,-1,Negatif
enggak butuh janji manis kayak mantan terdahulu butuhnya aksi nyata breew sudah pernah merasakan omdonyapintar2 lah lihat track record nya,"['butuh', 'janji', 'manis', 'kayak', 'mantan', 'butuh', 'aksi', 'nyata', 'breew', 'rasa', 'omdonyapintar2', 'lihat', 'track', 'record', 'nya']",-8,negatif,-1,Negatif
anies omongane mbulet,"['anies', 'omongane', 'mbulet']",0,netral,0,Netral
yuk jadi pemilih berdasarkan akal logika dan analisis bro bukan modal hati busuk aja gua yakin kita masih punya akal bukan cuma nafsu apa bedanya sama binatang kalo modal dendam dan nafsu salam indonesia,"['yuk', 'pilih', 'dasar', 'akal', 'logika', 'analisis', 'bro', 'modal', 'hati', 'busuk', 'aja', 'gua', 'akal', 'nafsu', 'beda', 'binatang', 'kalo', 'modal', 'dendam', 'nafsu', 'salam', 'indonesia']",-10,negatif,-1,Negatif
ini lama bangetmasih lanjut enggak sihterus sampai jam berapa,"['bangetmasih', 'sihterus', 'jam']",0,netral,0,Netral
enggak bermutu debatnya,"['mutu', 'debat']",5,positif,1,Positif
bagaimana performa capresmu wkwkwkwk,"['performa', 'capresmu', 'wkwkwkwk']",0,netral,0,Positif
jika memang harus dua putaran lebih baik ganjarmahfud vs anisamin karena mereka melalui proses2 yang baik brbrgaspol indonesia maju,"['putar', 'ganjarmahfud', 'vs', 'anisamin', 'proses2', 'brbrgaspol', 'indonesia', 'maju']",0,netral,0,Netral
anis presiden 2024,"['anis', 'presiden', '2024']",3,positif,1,Positif
jika ada survei online kukira anis pemenangnyabrtpi betapa banyak orang yang enggak pakai medsosbrbrjadi amin hanya menang di dunia online,"['survei', 'online', 'kira', 'anis', 'pemenangnyabrtpi', 'betapa', 'orang', 'pakai', 'medsosbrbrjadi', 'amin', 'menang', 'dunia', 'online']",2,positif,1,Positif
anies penyerangan pribadi kalau gitu,"['anies', 'serang', 'pribadi', 'gitu']",-4,negatif,-1,Negatif
menurut gue indonesia cuma butuh 1 presiden bukan 2 apalagi 3 kebanyakan,"['gue', 'indonesia', 'butuh', '1', 'presiden', '2', '3', 'banyak']",-2,negatif,-1,Negatif
nyaksin debat betapa goblok nya ganjar cuma retorika,"['nyaksin', 'debat', 'betapa', 'goblok', 'nya', 'ganjar', 'retorika']",4,positif,1,Positif
dari debat ini sudah sangat jelas sekali terlihat kualitasnyabravo pak anis sungguh beruntung sekali rakyat indonesia jika di pimpin bapak,"['debat', 'kualitasnyabravo', 'anis', 'sungguh', 'untung', 'rakyat', 'indonesia', 'pimpin']",8,positif,1,Positif
